,Clean_Text,label
32129,got cheescake factory boy oh boy guts stuffed,1
21651,going dinner bbs,1
38575,ure welcomethank sharing excellent content,1
15752,today happy got got school early im bored,1
29401,boy dont try ii know justjust areareare,2
8206,woke flat tire,2
35510,happy mothers day httpbitlylrsng,1
1808,theres time depression cheers d n books food coffees sleepless nights  ill tuesday things getting worse  pictwittercomrnhinsx,0
32312,laughing loud seeing limo macdonalds funny,1
6883,wish van comes round missed,2
24154,busy creating new logo site,1
25674,rocket surgery hey haha thought rocket science oh knew swear thank,2
27718,rest earlier good health good nite,1
24142,love cheesey ones cool orignal ones skips brother got try u c haha,1
14647,yipe im sorry hear,1
24895,woohoo th oh er place  category bad  gear big wheels suspension training,2
28269,welcome hun amazing people sure hello,1
35848,im going sweeney todd stage best friend bday today i know im going sings along,1
1044,suuure,1
30823,tons fun yay prom lots fun horayyyayayay,1
2585,sun,2
17024,want new lappy,2
22528,hey wrong,2
1077,ah thats better snow patrol stuck indoors weekend coming fresh air excellent hope sunny,1
1336,biggest headache right washed hair wif mums shampoo gross like shampoo way better,1
20508,lovely night steveo family guy bed,1
19622,st ty follow nd grrr dont cuz messes able follow u want ur ,1
5264,oh man dead deer michigan,2
5178,um latest tweet sounds like bad gone,2
29935,ada acara menarik lain keys vip di channel v ttg straight yg dikasih tasks approach strangers crowd hmm,2
36618,charlie brown today time,2
21581,agree redesigned q site looks great computer amp phone,1
29385,play game apple apples wish luck,1
23491,course u dont mind old ppl,1
36493,hello friendyou found gbw glad twitter learn german,1
21191,cuppa chilling lovebank holiday mondays,1
26451,good morning,1
9095,wow slept till pmagain good job,2
35716,lol funny love angels hehe,1
35646,finishing shooting u believe got job,2
1212,depression hitting hard morning,0
27857,good morning wishing great week,1
26765,yessss got twin lock welcome twiin,1
1045,time yall think deepika padukone uses depression struggle sympathy gainer opinion throw trash shares people like fucking ignorant   people face daily basis ,0
5142,sick ians coming good ,1
21705,bali wait,1
23914,unpacking new toy arrived studio right called tc finalizer cant wait check sounds,1
39603,liked glad hear,1
25386,yup lil rainy lol hope ya good day,1
102,weight depression consumes like heavy blanket suffocates spiritim filled deep sense emptiness missing found,0
28742,new cd lovely,1
22121,finally pic cya like  hrs haha,1
8415,cancel disney trip year thrilled,1
37693,oh cool im gonna crash sleep like  hours working lol,2
14793,heat,1
170,weight depression feels like anchor holding reaching potential,0
32352,sunday mothers day,1
135,constant selfcriticism selfblame weigh heavily reinforcing feelings inadequacy,0
38054,fun nitei pleasantly surprised,1
27715,parade yesterday powderhorn guessing ava bella similarly mesmerized whimsical fairyness,1
5920,coming indianapolis,2
37166,got seeing star strek,2
15609,omg cant believe jay leno going air,2
26854,heh coincidence im barnsley fan howd track o,2
17774,good guys wish,1
34812,home,1
27394,wait wind hair illegal break law,2
11924,httptwitpiccomp feel emotional great seeing pics keeping gonna,1
36343,ltltlt like himym,2
22899,good morning hope enjoy run amp gym workout morning cant wait hear new songs ltpennie,1
34465,sleeeep good day nice night comfy bed,1
1034,bestie need,2
13052,awwwh u stuck traffic booo,2
27339,happy star wars day th,1
1266,know dad given shit weed smoke like smoke smoke dont smoke help anxiety depression actually helps lot like helping bad,0
12185,went page hungry,2
24112,read restoring hope happens soon,2
971,bah dont think fb fan page ,2
16776,whats going,2
35847,hahhahah im watching greatest movie,1
3648,acquiring centos live cd memory stick like boot wonder left home,2
22384,rockstar photographer shoot went great tonight little different usual stuff nice,1
144,depression isolates world making hard connect seek support,0
36807,oowweee china club wuz poppin lipstic n pumps effect,1
6281,dont feel like reboot osx supported hibernate amp reboot bootcamp,1
20642,awesome thank,2
25196,hey everybody hah day cool got walk dog omgosh send link,1
13509,oh noes macbook hard disk died,2
31288,feet hurtfinally bedwill forget crunch oververy productive day today,1
26822,staying home work linoleum block carving project due tomorrow probably pictures,1
34540,constructivist learning theory anybody oh wait theres wikipedia right,2
34399,better way spoil mum let kick relax nice meal bottle favorite wine wine red,1
28192,cakes sure look good took ok ummm good tks,1
38633,haha interesting haha,1
2996,going home love ya zagrebe lt,1
29729,best,1
34514,huge test parents house food good stuck helping seconds feels good,1
1647,gonna try ahold ill taking bunch depression naps today,0
27183,got feet series  dvd,2
35435,sweet situations,2
7459,oh ouch hurt damn washing machine ltlt gtgt,2
31660,vancouver classy canucks,1
5595,agree paparazzi waz amazing vid luved felt bad cuz waz leaked amp watched,1
6815,whoops got sunburnt,2
39473,hello new followers suddenly lot little time round,1
37579,enjoy sounds idyllic geordiebird lost bikiniperfect holiday,1
7303,oo thats cool dang ihave clean room lol good luck wthose jobs gurl,2
39733,haha like,1
19792, amccallie wow replaced thought coming steaks,1
33647,got home staceys lovely wedding,1
27605,allo twitterville morninghope great weekend pretty good monday blah,1
31347,live new york saturday night finally new,1
24211,congratulations manny quotpacmanquot pacquiao youve filipino proud filipino,1
2764,isnt right need sorry,2
35599,thanks great night dear perfectly completed weekend,1
35635,day new job bought new clothes  employee discount,1
36681,got new dog,1
5545,true love brazil australia nitey,2
17537,stevie reschedule competition yesterday launch sims  luna park day pm,1
22236,glad break twitter virginity,1
338,exam tomorrow ill school im bit sick physically aswell depression i fast im exam thats probably earlier usually wish good luck tomorrow friends,0
2069,oops defeated depression dont want bad things happen,0
20004,victory bulldogs celebrated  white chocolate cheesecakes nom nom nom whatta fattyyy,1
28769,dan alli suprised,2
33319,hangin cool ass people httpshorttojp,1
28712,concert hope makes guest appearance,1
22119,rowing machine paid week ive lost lbs week,1
1778,depressed sad  signs depression words voice httpsbufflyvfmjh,0
24392,seen loads new photos stuff new moon cant wait lol l taylor lautner lol takes shirt  times yum  lol,1
31507,youre welcomeyou deserve,1
34802,volterra killing right la,1
38521,perfect thank ltlt,1
25128,excited cwpm tomorrow member going good start,1
39016,found ill food engineer future life cool iphone app called afterlife,1
24339,hahaha eat,1
10564,yeahh ryland amazing xd didnt hug booo suarez bit tbhbut think hed woken,1
35964,aaaw thats sweet girl friends gots drag hubbies quotniteoutquot beer lol,1
39270,morning darlin hope youre feelin tiptop httpblipfmzzs,1
25661,happy starwarsday th,1
2161,upset idek like theres ik im gonna write exams  hrs im mindset bc wave depression knocked fuck loooooool,0
29557,amazing day got twitter ive great days,1
30480,watched episode jonas better hannah montana true,1
34774,hope ur havin fun da club,1
21588,thanks thanks,1
35484,cultural tour  loiusas family kangaroo sightseeing cemetary lovely,1
36197,oh thas cool know kinda knew bouts cuz ericson haha guys x,2
17184,tmemegt besties twitpic httptwitpiccomhac besties httptwitpiccomhac,2
25790,hella worth dont need ,1
25207,thanks movie review,1
24789,yeah great interesting going,1
25570,gotta terabyte space store movies,2
36910,yay good com final needa step semester forsure tho distractions,1
31733,got new prom dress,1
8714,didnt start long message got longer wrote,2
26120,got carlton greenville benz getting serviced time money think ill sales calls,2
24839,lt new picture pretty reflecting sunlight leaves,1
22421,good stuff cant wait results,1
19367,oops forgot shave legs byebye favorite cousin bklyn nights row hardd,1
27088,hi x websites soo cool love thank,1
24703, year old barbie dolls rock itthat girl hot ken aint bad memories,1
26351,school haha hope today fun post regular updates day follow stay updated,1
1851,thats thing depression human survive long sees httpstmblrcozayzyxotpsv,0
38921,went muslim marriage time life came stomach tasty briyani like,1
26089,weekend quiet planning new websites today research choosing hats coffee hat sounds good kettle,1
7286,played friendly gm todaybulgaria def pt offensively working timing israel sun gotta cut  players,1
38212,haha dude bdate p ill wish u ur bday oth november ill turn  u reply,1
26467,yes nag twitter haha thanks lm,1
29352,home ghosts girlfriends past lovely luddite exactly high theatre good date movie,1
27247,sick staying home thats levy said,2
34373,haha somerset theatre ottawa remember things change stay,2
39814,alreet chap awesome time n congrats recent results,1
14166,love pd fucking good wanted try newi  stars meh,1
20686,good luck exciting,1
38785,rus,2
13341,sweater sandwich hug sound fantastic right,1
30505,awwww jim jam good dodging meatballs woo,1
23681,omg got message didnt notice looking ways sorry good idea thoughlol,2
33431,httptwitpiccomve wow nice laptop,2
28228,totally got  think awesome,1
1757,want art feeling motivated cough cough slight depression coughbut yea ill try redraw soon altho lot projects school homework,0
29040,woohooo cool knew u,2
38935,good gig,2
30067,says good morning happy mothers day mothers hope h httpplurkcompstqf,2
23001,omg himym best shows earth,2
33497,got vast amp kicked ass mindblowing live cd sang fave songs im n awe,1
29494,weekend pretty solid brunch bar wellington hard screw steak eggs,1
22692,touched changi  hrs kill heading penang fly singapore air,1
30930,happy mothers day,1
34976,heard youre mention,1
21273,yessir yessir cheeks,1
38911,hopeful,2
35642,httptwitpiccomwlpv whooooooooooooa ang ganda ko dito ha thank,1
682,low priority sectioncurb depressiongo rehabacknowledge behavior sign oncoming societal collapse dark ages,0
39485,httptwitpiccomaho hahaha ily ashley ur like best world,1
27665,hearing songs brighten someones day makes grin,1
19765,know funny thing packing e packing mexico e,1
38225,oh twas brilliant idea im ideas woman,1
36053,ate foot long subway like hour ago omg im happy hadnt ate bfast happy lis,1
33490,quotnappysquot da new quotnquot wordby da way ilove quotnappyquot braids igot quothangtimequot homie lol,1
36398,going strawberries champagne tonight,1
25737,final,1
90,depression magnifies flaws shortcomings distorting selfperception eroding selfesteem,0
24474,haha playing,1
30312,loven rs ftw pvp bac,1
28944,best turtle ice cream pie everrrrr btw happy soon be mothers day,1
